datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,date,year,month,weekday,hour,relative_humidity,australian_atemp,normal_australian_atemp,normal_atemp,normal_avg_atemp,winter,spring,summer,fall,Good,Normal,Bad,agg_climate,winter,spring,summer,fall,Good,Normal,Bad,hour_categor,results_count_predict
16/03/2011 20:00,winter,not holiday,workingday,Normal,17.22,21.21,54,19.9995,16/03/2011,2011,3,4,20,0.54,30.71298992,0.457834424,0.43472023,0.446277327,1,0,0,0,0,1,0,2.446277327,1,0,0,0,0,1,0,20,213.1477944
16/03/2011 21:00,winter,not holiday,workingday,Normal,17.22,21.21,58,19.0012,16/03/2011,2011,3,4,21,0.58,30.27294584,0.450731306,0.43472023,0.442725768,1,0,0,0,0,1,0,2.442725768,1,0,0,0,0,1,0,21,167.8427884
16/03/2011 22:00,winter,not holiday,workingday,Normal,16.4,20.455,62,26.0027,16/03/2011,2011,3,4,22,0.62,34.40965239,0.51750533,0.413055954,0.465280642,1,0,0,0,0,1,0,2.465280642,1,0,0,0,0,1,0,22,136.3739795
16/03/2011 23:00,winter,not holiday,workingday,Good,16.4,20.455,65,12.998,16/03/2011,2011,3,4,23,0.65,25.49060895,0.373535625,0.413055954,0.39329579,1,0,0,0,1,0,0,2.39329579,1,0,0,0,1,0,0,23,75.8096686
16/04/2011 00:00,spring,not holiday,not workingday,Normal,14.76,17.425,81,15.0013,16/04/2011,2011,4,7,0,0.81,25.73995541,0.377560534,0.326111908,0.351836221,0,1,0,0,0,1,0,2.351836221,0,1,0,0,0,1,0,0,33.56888493
16/04/2011 01:00,spring,not holiday,not workingday,Normal,14.76,16.665,87,19.0012,16/04/2011,2011,4,7,1,0.87,28.87166656,0.42811209,0.304304161,0.366208126,0,1,0,0,0,1,0,2.366208126,0,1,0,0,0,1,0,1,19.00629075
16/04/2011 02:00,spring,not holiday,not workingday,Normal,14.76,17.425,87,8.9981,16/04/2011,2011,4,7,2,0.87,21.86949656,0.315084235,0.326111908,0.320598072,0,1,0,0,0,1,0,2.320598072,0,1,0,0,0,1,0,2,0
16/04/2011 03:00,spring,not holiday,not workingday,Normal,14.76,17.425,87,11.0014,16/04/2011,2011,4,7,3,0.87,23.27180656,0.337720088,0.326111908,0.331915998,0,1,0,0,0,1,0,2.331915998,0,1,0,0,0,1,0,3,0
16/04/2011 04:00,spring,not holiday,not workingday,Normal,14.76,17.425,87,15.0013,16/04/2011,2011,4,7,4,0.87,26.07173656,0.382916089,0.326111908,0.354513999,0,1,0,0,0,1,0,2.354513999,0,1,0,0,0,1,0,4,0
16/04/2011 05:00,spring,not holiday,not workingday,Normal,15.58,19.695,87,19.0012,16/04/2011,2011,4,7,5,0.87,29.95170829,0.445545943,0.391248207,0.418397075,0,1,0,0,0,1,0,2.418397075,0,1,0,0,0,1,0,5,25.09909748
16/04/2011 06:00,spring,not holiday,not workingday,Bad,16.4,20.455,82,22.0028,16/04/2011,2011,4,7,6,0.82,32.83803284,0.49213651,0.413055954,0.452596232,0,1,0,0,0,0,1,2.452596232,0,1,0,0,0,0,1,6,91.20787139
16/04/2011 07:00,spring,not holiday,not workingday,Normal,16.4,20.455,82,27.9993,16/04/2011,2011,4,7,7,0.82,37.03558284,0.559892659,0.413055954,0.486474307,0,1,0,0,0,1,0,2.486474307,0,1,0,0,0,1,0,7,235.4139545
16/04/2011 08:00,spring,not holiday,not workingday,Bad,16.4,20.455,87,23.9994,16/04/2011,2011,4,7,8,0.87,34.54273045,0.519653454,0.413055954,0.466354704,0,1,0,0,0,0,1,2.466354704,0,1,0,0,0,0,1,8,363.6282123
16/04/2011 09:00,spring,not holiday,not workingday,Bad,16.4,20.455,100,19.9995,16/04/2011,2011,4,7,9,1,32.54120224,0.487345121,0.413055954,0.450200537,0,1,0,0,0,0,1,2.450200537,0,1,0,0,0,0,1,9,224.5608321
16/04/2011 10:00,spring,not holiday,not workingday,Bad,17.22,21.21,94,26.0027,16/04/2011,2011,4,7,10,0.94,37.50288913,0.567435839,0.43472023,0.501078034,0,1,0,0,0,0,1,2.501078034,0,1,0,0,0,0,1,10,190.2561474
16/04/2011 11:00,spring,not holiday,not workingday,Bad,17.22,21.21,94,30.0026,16/04/2011,2011,4,7,11,0.94,40.30281913,0.61263184,0.43472023,0.523676035,0,1,0,0,0,0,1,2.523676035,0,1,0,0,0,0,1,11,220.0836709
16/04/2011 12:00,spring,not holiday,not workingday,Normal,18.86,22.725,88,39.0007,16/04/2011,2011,4,7,12,0.88,48.47056954,0.744474299,0.478192253,0.611333276,0,1,0,0,0,1,0,2.611333276,0,1,0,0,0,1,0,12,294.02157
16/04/2011 13:00,spring,not holiday,not workingday,Bad,18.86,22.725,94,35.0008,16/04/2011,2011,4,7,13,0.94,46.10087224,0.706223042,0.478192253,0.592207647,0,1,0,0,0,0,1,2.592207647,0,1,0,0,0,0,1,13,277.7104003
16/04/2011 14:00,spring,not holiday,not workingday,Bad,21.32,25,83,39.0007,16/04/2011,2011,4,7,14,0.83,51.54878574,0.794162349,0.543472023,0.668817186,0,1,0,0,0,0,1,2.668817186,0,1,0,0,0,0,1,14,287.6918688
16/04/2011 15:00,spring,not holiday,not workingday,Bad,21.32,25,83,39.0007,16/04/2011,2011,4,7,15,0.83,51.54878574,0.794162349,0.543472023,0.668817186,0,1,0,0,0,0,1,2.668817186,0,1,0,0,0,0,1,15,298.5554106
16/04/2011 16:00,spring,not holiday,not workingday,Bad,20.5,24.24,88,31.0009,16/04/2011,2011,4,7,16,0.88,45.18571998,0.691450808,0.521664275,0.606557542,0,1,0,0,0,0,1,2.606557542,0,1,0,0,0,0,1,16,340.3654314
16/04/2011 17:00,spring,not holiday,not workingday,Bad,20.5,24.24,88,39.0007,16/04/2011,2011,4,7,17,0.88,50.78557998,0.78184281,0.521664275,0.651753543,0,1,0,0,0,0,1,2.651753543,0,1,0,0,0,0,1,17,455.3968393
16/04/2011 18:00,spring,not holiday,not workingday,Normal,20.5,24.24,94,26.0027,16/04/2011,2011,4,7,18,0.94,42.16323611,0.642662379,0.521664275,0.582163327,0,1,0,0,0,1,0,2.582163327,0,1,0,0,0,1,0,18,407.6791614
16/04/2011 19:00,spring,not holiday,not workingday,Normal,21.32,25,94,27.9993,16/04/2011,2011,4,7,19,0.94,44.76601361,0.684675978,0.543472023,0.614074,0,1,0,0,0,1,0,2.614074,0,1,0,0,0,1,0,19,341.5372477
16/04/2011 20:00,spring,not holiday,not workingday,Bad,18.04,21.97,94,15.0013,16/04/2011,2011,4,7,20,0.94,30.9441407,0.461565621,0.456527977,0.459046799,0,1,0,0,0,0,1,2.459046799,0,1,0,0,0,0,1,20,216.6568225
16/04/2011 21:00,spring,not holiday,not workingday,Normal,18.04,21.97,94,0,16/04/2011,2011,4,7,21,0.94,20.4432307,0.292061691,0.456527977,0.374294834,0,1,0,0,0,1,0,2.374294834,0,1,0,0,0,1,0,21,149.0380903
16/04/2011 22:00,spring,not holiday,not workingday,Bad,17.22,21.21,100,0,16/04/2011,2011,4,7,22,1,19.68914801,0.279889414,0.43472023,0.357304822,0,1,0,0,0,0,1,2.357304822,0,1,0,0,0,0,1,22,106.7024173
16/04/2011 23:00,spring,not holiday,not workingday,Normal,18.04,21.97,77,19.0012,16/04/2011,2011,4,7,23,0.77,32.58603961,0.488068878,0.456527977,0.472298428,0,1,0,0,0,1,0,2.472298428,0,1,0,0,0,1,0,23,97.51945213
16/05/2011 00:00,spring,not holiday,workingday,Good,21.32,25,94,7.0015,16/05/2011,2011,5,2,0,0.94,30.06755361,0.447415899,0.543472023,0.495443961,0,1,0,0,1,0,0,2.495443961,0,1,0,0,1,0,0,0,73.03203488
16/05/2011 01:00,spring,not holiday,workingday,Good,21.32,25,94,8.9981,16/05/2011,2011,5,2,1,0.94,31.46517361,0.469976047,0.543472023,0.506724035,0,1,0,0,1,0,0,2.506724035,0,1,0,0,1,0,0,1,57.61981118
16/05/2011 02:00,spring,not holiday,workingday,Good,20.5,24.24,100,6.0032,16/05/2011,2011,5,2,2,1,28.63984225,0.424370021,0.521664275,0.473017148,0,1,0,0,1,0,0,2.473017148,0,1,0,0,1,0,0,2,38.54687784
16/05/2011 03:00,spring,not holiday,workingday,Good,20.5,24.24,94,11.0014,16/05/2011,2011,5,2,3,0.94,31.66232611,0.473158449,0.521664275,0.497411362,0,1,0,0,1,0,0,2.497411362,0,1,0,0,1,0,0,3,32.77044826
16/05/2011 04:00,spring,not holiday,workingday,Good,20.5,24.24,100,8.9981,16/05/2011,2011,5,2,4,1,30.73627225,0.458210243,0.521664275,0.489937259,0,1,0,0,1,0,0,2.489937259,0,1,0,0,1,0,0,4,29.89851065
16/05/2011 05:00,spring,not holiday,workingday,Good,20.5,24.24,93,12.998,16/05/2011,2011,5,2,5,0.93,32.98057009,0.494437323,0.521664275,0.508050799,0,1,0,0,1,0,0,2.508050799,0,1,0,0,1,0,0,5,49.73578048
16/05/2011 06:00,spring,not holiday,workingday,Good,21.32,25,88,11.0014,16/05/2011,2011,5,2,6,0.88,32.36664296,0.484527414,0.543472023,0.513999718,0,1,0,0,1,0,0,2.513999718,0,1,0,0,1,0,0,6,108.0814395
16/05/2011 07:00,spring,not holiday,workingday,Good,21.32,25,83,19.0012,16/05/2011,2011,5,2,7,0.83,37.54913574,0.568182344,0.543472023,0.555827184,0,1,0,0,1,0,0,2.555827184,0,1,0,0,1,0,0,7,254.4720009
16/05/2011 08:00,spring,not holiday,workingday,Good,22.96,26.515,73,19.9995,16/05/2011,2011,5,2,8,0.73,39.69215336,0.602774576,0.586944046,0.594859311,0,1,0,0,1,0,0,2.594859311,0,1,0,0,1,0,0,8,398.9410484
16/05/2011 09:00,spring,not holiday,workingday,Good,24.6,29.545,69,12.998,16/05/2011,2011,5,2,9,0.69,36.72069466,0.554809787,0.673888092,0.614348939,0,1,0,0,1,0,0,2.614348939,0,1,0,0,1,0,0,9,269.6685192
16/05/2011 10:00,spring,not holiday,workingday,Good,25.42,30.305,65,6.0032,16/05/2011,2011,5,2,10,0.65,32.56789125,0.48777593,0.695695839,0.591735885,0,1,0,0,1,0,0,2.591735885,0,1,0,0,1,0,0,10,215.1687625
16/05/2011 11:00,spring,not holiday,workingday,Good,26.24,31.06,57,0,16/05/2011,2011,5,2,11,0.57,28.63329707,0.42426437,0.717360115,0.570812242,0,1,0,0,1,0,0,2.570812242,0,1,0,0,1,0,0,11,233.0366163
16/05/2011 12:00,spring,not holiday,workingday,Good,27.06,31.06,54,6.0032,16/05/2011,2011,5,2,12,0.54,33.61794614,0.50472574,0.717360115,0.611042927,0,1,0,0,1,0,0,2.611042927,0,1,0,0,1,0,0,12,293.9417828
16/05/2011 13:00,spring,not holiday,workingday,Good,27.88,31.82,51,0,16/05/2011,2011,5,2,13,0.51,30.17696183,0.449181948,0.739167862,0.594174905,0,1,0,0,1,0,0,2.594174905,0,1,0,0,1,0,0,13,278.2509992
