"datetime","season","holiday","workingday","weather","temp","casual","registered","count"
"2011-01-03 09:00:00",1,0,1,1,6.56,7,81,88
"2011-01-03 10:00:00",1,0,1,1,7.38,11,33,44
"2011-01-03 11:00:00",1,0,1,1,8.2,10,41,51
"2011-01-03 12:00:00",1,0,1,1,9.02,13,48,61
"2011-01-03 13:00:00",1,0,1,1,9.84,8,53,61
"2011-01-03 14:00:00",1,0,1,1,10.66,11,66,77
"2011-01-03 15:00:00",1,0,1,1,10.66,14,58,72
"2011-01-03 16:00:00",1,0,1,1,10.66,9,67,76
"2011-01-03 17:00:00",1,0,1,1,9.84,11,146,157
"2011-01-03 18:00:00",1,0,1,1,9.84,9,148,157
"2011-01-03 19:00:00",1,0,1,1,8.2,8,102,110
"2011-01-03 20:00:00",1,0,1,1,8.2,3,49,52
"2011-01-03 21:00:00",1,0,1,1,7.38,3,49,52
"2011-01-03 22:00:00",1,0,1,1,5.74,0,20,20
"2011-01-03 23:00:00",1,0,1,1,7.38,1,11,12
"2011-01-04 00:00:00",1,0,1,1,6.56,0,5,5
"2011-01-04 01:00:00",1,0,1,1,6.56,0,2,2
"2011-01-04 02:00:00",1,0,1,1,5.74,0,1,1
"2011-01-04 04:00:00",1,0,1,1,5.74,0,2,2
"2011-01-04 05:00:00",1,0,1,1,4.92,0,4,4
"2011-01-04 06:00:00",1,0,1,1,4.92,0,36,36
"2011-01-04 07:00:00",1,0,1,1,4.92,2,92,94
"2011-01-04 08:00:00",1,0,1,1,5.74,2,177,179
"2011-01-04 09:00:00",1,0,1,1,6.56,2,98,100
"2011-01-04 10:00:00",1,0,1,2,6.56,5,37,42
"2011-01-04 11:00:00",1,0,1,1,9.02,7,50,57
"2011-01-04 12:00:00",1,0,1,1,9.02,12,66,78
"2011-01-04 13:00:00",1,0,1,1,9.84,18,79,97
"2011-01-04 14:00:00",1,0,1,1,10.66,9,54,63
"2011-01-04 15:00:00",1,0,1,1,11.48,17,48,65
"2011-01-04 16:00:00",1,0,1,1,12.3,15,68,83
"2011-01-04 17:00:00",1,0,1,1,11.48,10,202,212
"2011-01-04 18:00:00",1,0,1,1,10.66,3,179,182
"2011-01-04 19:00:00",1,0,1,1,9.84,2,110,112
"2011-01-04 20:00:00",1,0,1,1,9.84,1,53,54
"2011-01-04 21:00:00",1,0,1,1,9.02,0,48,48
"2011-01-04 22:00:00",1,0,1,1,9.02,1,34,35
"2011-01-04 23:00:00",1,0,1,1,8.2,2,9,11
"2011-01-05 00:00:00",1,0,1,1,8.2,0,6,6
"2011-01-05 01:00:00",1,0,1,1,6.56,0,6,6
"2011-01-05 02:00:00",1,0,1,1,6.56,0,2,2
"2011-01-05 04:00:00",1,0,1,1,9.84,0,2,2
"2011-01-05 05:00:00",1,0,1,1,9.02,0,3,3
"2011-01-05 06:00:00",1,0,1,1,8.2,0,33,33
"2011-01-05 07:00:00",1,0,1,1,7.38,1,87,88
"2011-01-05 08:00:00",1,0,1,1,8.2,3,192,195
"2011-01-05 09:00:00",1,0,1,1,9.02,6,109,115
"2011-01-05 10:00:00",1,0,1,1,9.02,4,53,57
"2011-01-05 11:00:00",1,0,1,1,10.66,12,34,46
"2011-01-05 12:00:00",1,0,1,1,10.66,5,74,79
"2011-01-05 13:00:00",1,0,1,1,11.48,6,65,71
"2011-01-05 14:00:00",1,0,1,1,12.3,10,52,62
"2011-01-05 15:00:00",1,0,1,1,12.3,7,55,62
"2011-01-05 16:00:00",1,0,1,1,12.3,4,85,89
"2011-01-05 17:00:00",1,0,1,1,9.84,4,186,190
"2011-01-05 18:00:00",1,0,1,1,9.84,3,166,169
"2011-01-05 19:00:00",1,0,1,1,9.84,5,127,132
"2011-01-05 20:00:00",1,0,1,1,9.02,7,82,89
"2011-01-05 21:00:00",1,0,1,1,8.2,3,40,43
"2011-01-05 22:00:00",1,0,1,1,7.38,1,41,42
"2011-01-05 23:00:00",1,0,1,1,8.2,1,18,19
"2011-01-06 00:00:00",1,0,1,1,7.38,0,11,11
"2011-01-06 01:00:00",1,0,1,1,6.56,0,4,4
"2011-01-06 02:00:00",1,0,1,1,6.56,0,2,2
"2011-01-06 04:00:00",1,0,1,2,6.56,0,1,1
"2011-01-06 05:00:00",1,0,1,2,5.74,0,4,4
"2011-01-06 06:00:00",1,0,1,2,5.74,0,36,36
"2011-01-06 07:00:00",1,0,1,2,6.56,0,95,95
"2011-01-06 08:00:00",1,0,1,1,6.56,3,216,219
"2011-01-06 09:00:00",1,0,1,2,7.38,6,116,122
"2011-01-06 10:00:00",1,0,1,1,8.2,3,42,45
"2011-01-06 11:00:00",1,0,1,1,9.02,2,57,59
"2011-01-06 12:00:00",1,0,1,1,10.66,6,78,84
"2011-01-06 13:00:00",1,0,1,1,10.66,12,55,67
"2011-01-06 14:00:00",1,0,1,1,11.48,11,59,70
"2011-01-06 15:00:00",1,0,1,1,11.48,8,54,62
"2011-01-06 16:00:00",1,0,1,1,10.66,12,74,86
"2011-01-06 17:00:00",1,0,1,1,9.02,9,163,172
"2011-01-06 18:00:00",1,0,1,1,9.02,5,158,163
"2011-01-06 19:00:00",1,0,1,1,9.02,3,109,112
"2011-01-06 20:00:00",1,0,1,1,8.2,3,66,69
"2011-01-06 21:00:00",1,0,1,2,9.02,0,48,48
"2011-01-06 22:00:00",1,0,1,2,9.02,1,51,52
"2011-01-06 23:00:00",1,0,1,2,8.2,4,19,23
"2011-01-07 00:00:00",1,0,1,2,8.2,4,13,17
"2011-01-07 01:00:00",1,0,1,2,8.2,2,5,7
"2011-01-07 02:00:00",1,0,1,2,8.2,0,1,1
"2011-01-07 04:00:00",1,0,1,2,8.2,0,1,1
"2011-01-07 05:00:00",1,0,1,3,9.02,0,5,5
"2011-01-07 06:00:00",1,0,1,2,8.2,8,26,34
"2011-01-07 07:00:00",1,0,1,1,8.2,8,76,84
"2011-01-07 08:00:00",1,0,1,1,8.2,20,190,210
"2011-01-07 09:00:00",1,0,1,1,8.2,9,125,134
"2011-01-07 10:00:00",1,0,1,1,9.02,16,47,63
"2011-01-07 11:00:00",1,0,1,2,8.2,19,48,67
"2011-01-07 12:00:00",1,0,1,2,8.2,9,50,59
"2011-01-07 13:00:00",1,0,1,2,8.2,9,64,73
"2011-01-07 14:00:00",1,0,1,2,8.2,7,43,50
"2011-01-07 15:00:00",1,0,1,2,8.2,9,63,72
"2011-01-07 16:00:00",1,0,1,2,8.2,5,82,87
"2011-01-07 17:00:00",1,0,1,2,8.2,9,178,187
"2011-01-07 18:00:00",1,0,1,1,8.2,7,116,123
"2011-01-07 19:00:00",1,0,1,1,6.56,3,92,95
"2011-01-07 20:00:00",1,0,1,1,7.38,1,50,51
"2011-01-07 21:00:00",1,0,1,1,7.38,0,39,39
"2011-01-07 22:00:00",1,0,1,2,7.38,2,34,36
"2011-01-07 23:00:00",1,0,1,2,7.38,1,14,15
"2011-01-08 00:00:00",1,0,0,2,7.38,1,24,25
"2011-01-08 01:00:00",1,0,0,2,7.38,1,15,16
"2011-01-08 02:00:00",1,0,0,2,7.38,3,13,16
"2011-01-08 03:00:00",1,0,0,3,7.38,0,7,7
"2011-01-08 04:00:00",1,0,0,3,7.38,0,1,1
"2011-01-08 05:00:00",1,0,0,2,6.56,0,5,5
"2011-01-08 06:00:00",1,0,0,2,6.56,0,2,2
"2011-01-08 07:00:00",1,0,0,2,6.56,1,8,9
"2011-01-08 08:00:00",1,0,0,3,6.56,0,15,15
"2011-01-08 09:00:00",1,0,0,3,6.56,0,20,20
"2011-01-08 10:00:00",1,0,0,2,7.38,5,56,61
"2011-01-08 11:00:00",1,0,0,2,8.2,2,60,62
"2011-01-08 12:00:00",1,0,0,2,8.2,8,90,98
"2011-01-08 13:00:00",1,0,0,1,8.2,7,95,102
"2011-01-08 14:00:00",1,0,0,1,8.2,12,83,95
"2011-01-08 15:00:00",1,0,0,1,8.2,5,69,74
"2011-01-08 16:00:00",1,0,0,1,7.38,8,68,76
"2011-01-08 17:00:00",1,0,0,1,6.56,5,64,69
"2011-01-08 18:00:00",1,0,0,1,5.74,3,52,55
"2011-01-08 19:00:00",1,0,0,1,5.74,4,26,30
"2011-01-08 20:00:00",1,0,0,1,4.92,0,28,28
"2011-01-08 21:00:00",1,0,0,1,4.92,2,35,37
"2011-01-08 22:00:00",1,0,0,1,4.92,1,33,34
"2011-01-08 23:00:00",1,0,0,1,4.1,0,22,22
"2011-01-09 00:00:00",1,0,0,1,4.1,1,24,25
"2011-01-09 01:00:00",1,0,0,1,4.1,0,12,12
"2011-01-09 02:00:00",1,0,0,1,4.1,0,11,11
"2011-01-09 03:00:00",1,0,0,1,4.1,0,4,4
"2011-01-09 04:00:00",1,0,0,1,3.28,0,1,1
"2011-01-09 05:00:00",1,0,0,1,3.28,0,1,1
"2011-01-09 06:00:00",1,0,0,1,4.1,0,1,1
"2011-01-09 07:00:00",1,0,0,1,3.28,1,5,6
"2011-01-09 08:00:00",1,0,0,1,4.1,0,10,10
"2011-01-09 09:00:00",1,0,0,1,4.92,0,19,19
"2011-01-09 10:00:00",1,0,0,1,5.74,0,49,49
"2011-01-09 11:00:00",1,0,0,1,6.56,2,47,49
"2011-01-09 12:00:00",1,0,0,1,7.38,4,79,83
"2011-01-09 13:00:00",1,0,0,1,8.2,6,69,75
"2011-01-09 14:00:00",1,0,0,1,9.02,8,64,72
"2011-01-09 15:00:00",1,0,0,1,9.02,5,77,82
"2011-01-09 16:00:00",1,0,0,1,8.2,13,79,92
"2011-01-09 17:00:00",1,0,0,1,7.38,3,59,62
"2011-01-09 18:00:00",1,0,0,1,6.56,4,44,48
"2011-01-09 19:00:00",1,0,0,1,6.56,1,40,41
"2011-01-09 20:00:00",1,0,0,1,5.74,0,38,38
"2011-01-09 21:00:00",1,0,0,1,5.74,1,19,20
"2011-01-09 22:00:00",1,0,0,1,5.74,5,10,15
"2011-01-09 23:00:00",1,0,0,1,4.92,0,6,6
"2011-01-10 00:00:00",1,0,1,1,4.92,2,3,5
"2011-01-10 01:00:00",1,0,1,1,4.92,1,0,1
"2011-01-10 02:00:00",1,0,1,1,4.92,0,3,3
"2011-01-10 03:00:00",1,0,1,1,4.92,0,1,1
"2011-01-10 04:00:00",1,0,1,1,4.1,1,2,3
"2011-01-10 05:00:00",1,0,1,1,4.1,0,3,3
"2011-01-10 06:00:00",1,0,1,1,4.92,0,31,31
"2011-01-10 07:00:00",1,0,1,1,4.92,2,75,77
"2011-01-10 08:00:00",1,0,1,2,4.92,4,184,188
"2011-01-10 09:00:00",1,0,1,2,5.74,2,92,94
"2011-01-10 10:00:00",1,0,1,2,5.74,0,31,31
"2011-01-10 11:00:00",1,0,1,2,6.56,2,28,30
"2011-01-10 12:00:00",1,0,1,2,8.2,5,47,52
"2011-01-10 13:00:00",1,0,1,2,8.2,4,50,54
"2011-01-10 14:00:00",1,0,1,2,8.2,0,47,47
"2011-01-10 15:00:00",1,0,1,2,8.2,2,43,45
"2011-01-10 16:00:00",1,0,1,1,8.2,4,70,74
"2011-01-10 17:00:00",1,0,1,1,8.2,4,174,178
"2011-01-10 18:00:00",1,0,1,1,8.2,1,154,155
"2011-01-10 19:00:00",1,0,1,1,6.56,3,92,95
"2011-01-10 20:00:00",1,0,1,1,6.56,1,73,74
"2011-01-10 21:00:00",1,0,1,1,5.74,1,37,38
"2011-01-10 22:00:00",1,0,1,1,5.74,2,22,24
"2011-01-10 23:00:00",1,0,1,1,5.74,0,18,18
"2011-01-11 00:00:00",1,0,1,1,5.74,2,10,12
"2011-01-11 01:00:00",1,0,1,1,5.74,0,3,3
"2011-01-11 02:00:00",1,0,1,2,6.56,0,3,3
"2011-01-11 05:00:00",1,0,1,2,6.56,0,6,6
"2011-01-11 06:00:00",1,0,1,2,6.56,0,27,27
"2011-01-11 07:00:00",1,0,1,2,6.56,2,97,99
"2011-01-11 08:00:00",1,0,1,2,7.38,3,214,217
"2011-01-11 09:00:00",1,0,1,2,7.38,3,127,130
"2011-01-11 10:00:00",1,0,1,2,8.2,3,51,54
"2011-01-11 11:00:00",1,0,1,2,8.2,4,31,35
"2011-01-11 12:00:00",1,0,1,2,8.2,2,55,57
"2011-01-11 13:00:00",1,0,1,2,8.2,6,46,52
"2011-01-11 14:00:00",1,0,1,2,8.2,3,60,63
"2011-01-11 15:00:00",1,0,1,2,6.56,2,45,47
"2011-01-11 16:00:00",1,0,1,2,6.56,4,72,76
"2011-01-11 17:00:00",1,0,1,2,6.56,6,130,136
"2011-01-11 18:00:00",1,0,1,3,6.56,1,94,95
"2011-01-11 19:00:00",1,0,1,3,6.56,0,51,51
"2011-01-11 20:00:00",1,0,1,3,6.56,0,32,32
"2011-01-11 21:00:00",1,0,1,3,6.56,0,20,20
"2011-01-11 22:00:00",1,0,1,3,6.56,1,28,29
"2011-01-11 23:00:00",1,0,1,3,6.56,1,18,19
"2011-01-12 00:00:00",1,0,1,2,6.56,0,7,7
"2011-01-12 01:00:00",1,0,1,2,6.56,0,6,6
"2011-01-12 02:00:00",1,0,1,1,5.74,0,1,1
"2011-01-12 05:00:00",1,0,1,1,5.74,0,5,5
"2011-01-12 06:00:00",1,0,1,1,4.92,0,16,16
"2011-01-12 07:00:00",1,0,1,1,5.74,0,54,54
"2011-01-12 08:00:00",1,0,1,1,6.56,3,125,128
"2011-01-12 09:00:00",1,0,1,1,6.56,3,78,81
"2011-01-12 10:00:00",1,0,1,1,7.38,0,39,39
"2011-01-12 11:00:00",1,0,1,1,8.2,3,32,35
"2011-01-12 12:00:00",1,0,1,1,8.2,3,52,55
"2011-01-12 13:00:00",1,0,1,1,9.02,0,49,49
"2011-01-12 14:00:00",1,0,1,1,8.2,0,44,44
"2011-01-12 15:00:00",1,0,1,1,8.2,1,48,49
"2011-01-12 16:00:00",1,0,1,1,9.02,5,63,68
"2011-01-12 17:00:00",1,0,1,1,8.2,0,139,139
"2011-01-12 18:00:00",1,0,1,1,8.2,2,135,137
"2011-01-12 19:00:00",1,0,1,1,7.38,1,82,83
"2011-01-12 20:00:00",1,0,1,1,6.56,2,54,56
"2011-01-12 21:00:00",1,0,1,1,6.56,0,57,57
"2011-01-12 22:00:00",1,0,1,1,6.56,1,32,33
"2011-01-12 23:00:00",1,0,1,1,5.74,1,19,20
"2011-01-13 00:00:00",1,0,1,1,5.74,1,6,7
"2011-01-13 01:00:00",1,0,1,1,5.74,0,2,2
"2011-01-13 02:00:00",1,0,1,1,5.74,0,2,2
"2011-01-13 03:00:00",1,0,1,1,5.74,0,3,3
"2011-01-13 04:00:00",1,0,1,1,5.74,0,4,4
"2011-01-13 05:00:00",1,0,1,1,5.74,0,3,3
"2011-01-13 06:00:00",1,0,1,1,4.92,0,28,28
"2011-01-13 07:00:00",1,0,1,1,4.92,0,72,72
"2011-01-13 08:00:00",1,0,1,1,5.74,5,197,202
"2011-01-13 09:00:00",1,0,1,1,5.74,2,137,139
"2011-01-13 10:00:00",1,0,1,2,6.56,2,36,38
"2011-01-13 11:00:00",1,0,1,2,8.2,4,33,37
"2011-01-13 12:00:00",1,0,1,1,8.2,3,49,52
"2011-01-13 13:00:00",1,0,1,1,9.02,2,81,83
"2011-01-13 14:00:00",1,0,1,1,9.02,3,39,42
"2011-01-13 15:00:00",1,0,1,1,9.84,5,55,60
"2011-01-13 16:00:00",1,0,1,1,9.84,2,76,78
"2011-01-13 17:00:00",1,0,1,1,8.2,4,158,162
"2011-01-13 18:00:00",1,0,1,1,8.2,3,141,144
"2011-01-13 19:00:00",1,0,1,1,6.56,1,98,99
"2011-01-13 20:00:00",1,0,1,1,6.56,0,64,64
"2011-01-13 21:00:00",1,0,1,1,5.74,0,40,40
"2011-01-13 22:00:00",1,0,1,1,5.74,0,30,30
"2011-01-13 23:00:00",1,0,1,1,4.92,1,14,15
"2011-01-14 00:00:00",1,0,1,1,4.92,0,14,14
"2011-01-14 01:00:00",1,0,1,1,4.1,0,5,5
"2011-01-14 02:00:00",1,0,1,1,4.1,0,1,1
"2011-01-14 03:00:00",1,0,1,1,4.1,0,1,1
"2011-01-14 05:00:00",1,0,1,1,4.1,0,8,8
"2011-01-14 06:00:00",1,0,1,1,4.1,0,17,17
"2011-01-14 07:00:00",1,0,1,1,4.1,0,70,70
"2011-01-14 08:00:00",1,0,1,1,4.92,2,156,158
"2011-01-14 09:00:00",1,0,1,1,5.74,0,117,117
"2011-01-14 10:00:00",1,0,1,1,7.38,4,40,44
"2011-01-14 11:00:00",1,0,1,1,7.38,6,47,53
"2011-01-14 12:00:00",1,0,1,1,8.2,2,59,61
"2011-01-14 13:00:00",1,0,1,1,9.02,4,73,77
"2011-01-14 14:00:00",1,0,1,1,9.02,5,59,64
"2011-01-14 15:00:00",1,0,1,1,9.84,9,59,68
"2011-01-14 16:00:00",1,0,1,1,9.02,3,87,90
"2011-01-14 17:00:00",1,0,1,1,9.02,4,155,159
"2011-01-14 18:00:00",1,0,1,1,8.2,5,134,139
"2011-01-14 19:00:00",1,0,1,1,6.56,3,89,92
"2011-01-14 20:00:00",1,0,1,1,7.38,0,68,68
"2011-01-14 21:00:00",1,0,1,1,6.56,4,48,52
"2011-01-14 22:00:00",1,0,1,2,6.56,2,34,36
"2011-01-14 23:00:00",1,0,1,2,7.38,1,26,27
"2011-01-15 00:00:00",1,0,0,1,7.38,3,25,28
"2011-01-15 01:00:00",1,0,0,2,6.56,2,18,20
"2011-01-15 02:00:00",1,0,0,2,6.56,0,12,12
"2011-01-15 03:00:00",1,0,0,2,6.56,1,7,8
"2011-01-15 04:00:00",1,0,0,2,6.56,0,5,5
"2011-01-15 05:00:00",1,0,0,1,6.56,0,1,1
"2011-01-15 06:00:00",1,0,0,1,5.74,1,2,3
"2011-01-15 07:00:00",1,0,0,1,5.74,1,9,10
"2011-01-15 08:00:00",1,0,0,1,5.74,1,22,23
"2011-01-15 09:00:00",1,0,0,1,6.56,2,31,33
"2011-01-15 10:00:00",1,0,0,1,7.38,2,57,59
"2011-01-15 11:00:00",1,0,0,1,8.2,18,54,72
"2011-01-15 12:00:00",1,0,0,1,9.84,15,74,89
"2011-01-15 13:00:00",1,0,0,1,11.48,21,80,101
"2011-01-15 14:00:00",1,0,0,1,12.3,26,92,118
"2011-01-15 15:00:00",1,0,0,2,13.12,21,108,129
"2011-01-15 16:00:00",1,0,0,2,13.94,33,95,128
"2011-01-15 17:00:00",1,0,0,2,13.12,29,54,83
"2011-01-15 18:00:00",1,0,0,2,12.3,15,69,84
"2011-01-15 19:00:00",1,0,0,2,13.12,14,60,74
"2011-01-15 20:00:00",1,0,0,2,13.12,6,35,41
"2011-01-15 21:00:00",1,0,0,2,13.12,6,51,57
"2011-01-15 22:00:00",1,0,0,2,12.3,0,26,26
"2011-01-15 23:00:00",1,0,0,1,12.3,5,39,44
"2011-01-16 00:00:00",1,0,0,1,10.66,6,33,39
"2011-01-16 01:00:00",1,0,0,1,10.66,4,19,23
"2011-01-16 02:00:00",1,0,0,1,10.66,3,13,16
"2011-01-16 03:00:00",1,0,0,1,9.02,9,6,15
"2011-01-16 04:00:00",1,0,0,1,10.66,0,1,1
"2011-01-16 05:00:00",1,0,0,2,10.66,1,1,2
"2011-01-16 06:00:00",1,0,0,2,10.66,0,1,1
"2011-01-16 07:00:00",1,0,0,2,9.84,0,3,3
"2011-01-16 08:00:00",1,0,0,1,9.02,0,18,18
"2011-01-16 09:00:00",1,0,0,1,9.02,3,29,32
"2011-01-16 10:00:00",1,0,0,1,9.02,8,71,79
"2011-01-16 11:00:00",1,0,0,1,9.84,23,70,93
"2011-01-16 12:00:00",1,0,0,1,9.84,29,75,104
"2011-01-16 13:00:00",1,0,0,1,10.66,23,95,118
"2011-01-16 14:00:00",1,0,0,1,11.48,22,69,91
"2011-01-16 15:00:00",1,0,0,1,10.66,35,78,113
"2011-01-16 16:00:00",1,0,0,1,9.84,22,77,99
"2011-01-16 17:00:00",1,0,0,1,9.02,23,82,105
"2011-01-16 18:00:00",1,0,0,1,8.2,11,56,67
"2011-01-16 19:00:00",1,0,0,1,7.38,14,47,61
"2011-01-16 20:00:00",1,0,0,1,7.38,7,50,57
"2011-01-16 21:00:00",1,0,0,1,7.38,6,22,28
"2011-01-16 22:00:00",1,0,0,2,8.2,2,19,21
"2011-01-16 23:00:00",1,0,0,2,8.2,0,18,18
"2011-01-17 00:00:00",1,1,0,2,8.2,1,16,17
"2011-01-17 01:00:00",1,1,0,2,8.2,1,15,16
"2011-01-17 02:00:00",1,1,0,2,7.38,0,8,8
"2011-01-17 03:00:00",1,1,0,2,7.38,0,2,2
"2011-01-17 04:00:00",1,1,0,2,7.38,1,2,3
"2011-01-17 05:00:00",1,1,0,2,7.38,0,1,1
"2011-01-17 06:00:00",1,1,0,2,7.38,0,5,5
"2011-01-17 07:00:00",1,1,0,2,6.56,4,9,13
"2011-01-17 08:00:00",1,1,0,2,6.56,3,30,33
"2011-01-17 09:00:00",1,1,0,2,6.56,8,39,47
"2011-01-17 10:00:00",1,1,0,2,6.56,7,50,57
"2011-01-17 11:00:00",1,1,0,2,6.56,9,55,64
"2011-01-17 12:00:00",1,1,0,2,7.38,10,70,80
"2011-01-17 13:00:00",1,1,0,2,7.38,13,80,93
"2011-01-17 14:00:00",1,1,0,2,7.38,12,74,86
"2011-01-17 15:00:00",1,1,0,2,8.2,21,72,93
"2011-01-17 16:00:00",1,1,0,2,8.2,6,76,82
"2011-01-17 17:00:00",1,1,0,1,8.2,4,67,71
"2011-01-17 18:00:00",1,1,0,2,7.38,7,85,92
"2011-01-17 19:00:00",1,1,0,3,7.38,2,58,60
"2011-01-17 20:00:00",1,1,0,3,6.56,4,29,33
"2011-01-17 21:00:00",1,1,0,3,6.56,3,24,27
"2011-01-17 22:00:00",1,1,0,3,5.74,0,13,13
"2011-01-17 23:00:00",1,1,0,3,6.56,1,3,4
"2011-01-18 12:00:00",1,0,1,2,8.2,0,3,3
"2011-01-18 13:00:00",1,0,1,2,8.2,0,22,22
"2011-01-18 14:00:00",1,0,1,2,9.02,2,26,28
"2011-01-18 15:00:00",1,0,1,2,9.02,3,32,35
"2011-01-18 16:00:00",1,0,1,2,9.02,0,61,61
"2011-01-18 17:00:00",1,0,1,2,9.02,1,124,125
"2011-01-18 18:00:00",1,0,1,2,9.02,1,132,133
"2011-01-18 19:00:00",1,0,1,2,9.02,1,98,99
"2011-01-18 20:00:00",1,0,1,2,9.02,0,83,83
"2011-01-18 21:00:00",1,0,1,2,9.02,0,41,41
"2011-01-18 22:00:00",1,0,1,2,9.02,0,33,33
"2011-01-18 23:00:00",1,0,1,2,9.02,1,19,20
"2011-01-19 00:00:00",1,0,1,2,9.02,0,3,3
"2011-01-19 01:00:00",1,0,1,3,9.02,1,6,7
"2011-01-19 02:00:00",1,0,1,3,9.02,0,3,3
"2011-01-19 04:00:00",1,0,1,3,9.02,1,1,2
"2011-01-19 05:00:00",1,0,1,2,9.02,0,7,7
"2011-01-19 06:00:00",1,0,1,2,9.02,0,32,32
"2011-01-19 07:00:00",1,0,1,2,9.84,1,89,90
"2011-01-19 08:00:00",1,0,1,2,9.84,1,196,197
"2011-01-19 09:00:00",1,0,1,2,9.84,2,107,109
"2011-01-19 10:00:00",1,0,1,2,10.66,1,46,47
"2011-01-19 11:00:00",1,0,1,2,11.48,5,47,52
"2011-01-19 12:00:00",1,0,1,2,12.3,5,65,70
"2011-01-19 13:00:00",1,0,1,1,16.4,11,67,78
"2011-01-19 14:00:00",1,0,1,1,16.4,7,68,75
"2011-01-19 15:00:00",1,0,1,1,16.4,4,78,82
"2011-01-19 16:00:00",1,0,1,1,15.58,10,94,104
"2011-01-19 17:00:00",1,0,1,1,14.76,7,190,197
"2011-01-19 18:00:00",1,0,1,1,13.94,5,156,161
"2011-01-19 19:00:00",1,0,1,1,13.12,4,108,112
"2011-01-19 20:00:00",1,0,1,1,13.12,2,74,76
"2011-01-19 21:00:00",1,0,1,1,13.12,4,55,59
"2011-01-19 22:00:00",1,0,1,1,12.3,6,53,59
"2011-01-19 23:00:00",1,0,1,1,12.3,1,27,28
"2011-02-01 00:00:00",1,0,1,2,6.56,2,6,8
"2011-02-01 01:00:00",1,0,1,2,6.56,0,3,3
"2011-02-01 02:00:00",1,0,1,2,6.56,0,2,2
"2011-02-01 03:00:00",1,0,1,2,6.56,0,2,2
